Name,NameAlphabetized,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NameWithAcronym,NameAlphabetizedWithAcronym,Agency Name,AgencyNameEnriched,LegalName,AlternateNames,OperationalStatus,PreliminaryOrganizationType,Description,URL,ParentOrganization,NYCReportingLine,AuthorizingAuthority,LegalCitation,LegalCitationURL,LegalCitationText,Acronym,AlternateAcronyms,BudgetCode,PrincipalOfficerName,PrincipalOfficerTitle,OpenDatasetsURL,Notes,FoundingYear,SunsetYear,URISlug,DateCreated,DateModified,LastVerifiedDate,PrincipalOfficerGivenName,PrincipalOfficerFamilyName,source,HeadOfOrganizationTitle,RecordID,HeadOfOrganizationName,NameNormalized,Entity type,data_source,merged_from,merge_note,dedup_source
Board of Health,"Health, Board of",,,,,,,,,,Board of Health,Board of Health,"Health, Board of",Board of Health,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Independent,New York City Charter,"Chapter 22, Section 553",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6203,"There shall be in the department a board of health, the chairperson of which shall be the commissioner. In addition to the chairperson, the board shall consist of ten members, five of whom shall be doctors of medicine who shall each have had not less than ten years experience in any or all of the following: clinical medicine, neurology or psychiatry, public health administration or college or university public health teaching. The other five members need not be physicians. However, non-physician members shall hold at least a masters degree in environmental, biological, veterinary, physical, or behavioral health or science, or rehabilitative science or in a related field, and shall have at least ten years experience in the field in which they hold such degree. One member of the board shall be the chairperson of the mental hygiene advisory board, as set forth in section 568 of the charter, provided that such chairperson shall meet the requirements for board membership of either a physician or non-physician member.",,,,,,,,1805.0,,board-of-health,2024-07-29,,,,,ops,,OPS_000168,,board of health,Board/Commission,ops,['REC_000009'],"Kept ops record over primary (preserved fields: FoundingYear, LegalCitationText, LegalCitationURL, LegalCitation, PreliminaryOrganizationType, AuthorizingAuthority, NameWithAcronym, NameAlphabetized, NYCReportingLine, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)",ops
,,,,,,,,,,,Brooklyn Public Library Board of Trustees,,,Brooklyn Public Library Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000169,,brooklyn public library board of trustees,Board/Commission,ops,"[{""id"": ""OPS_000325"", ""name"": NaN, ""score"": 86.8}]","nan
Merged with OPS_000325 (score: 86.8)
Conflicts: NameNormalized: preferred='brooklyn public library board of trustees', secondary='queens borough public library board of trustees'; Agency Name: preferred='Brooklyn Public Library Board of Trustees', secondary='Queens Borough Public Library Board of Trustees'; RecordID: preferred='OPS_000169', secondary='OPS_000325'",ops
,,,,,,,,,,,CIG - Bronx Museum of the Arts,,,CIG - Bronx Museum of the Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000170,,cig bronx museum of arts,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Brooklyn Museum,,,CIG - Brooklyn Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000171,,cig brooklyn museum,Board/Commission,ops,,,ops
,,,,,,,,,,,BuildNYC,,,BuildNYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000173,,buildnyc,Board/Commission,ops,,,ops
,,,,,,,,,,,Cultural Affairs Advisory Commission,,,Cultural Affairs Advisory Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000174,,cultural affairs advisory commission,Board/Commission,ops,"[{""id"": ""OPS_000342"", ""name"": NaN, ""score"": 76.4}]","nan
Merged with OPS_000342 (score: 76.4)
Conflicts: NameNormalized: preferred='cultural affairs advisory commission', secondary='small business advisory commission'; Agency Name: preferred='Cultural Affairs Advisory Commission', secondary='Small Business Advisory Commission'; RecordID: preferred='OPS_000174', secondary='OPS_000342'",ops
,,,,,,,,,,,Cannabis Advisory Council,,,Cannabis Advisory Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000178,,cannabis advisory council,Board/Commission,ops,"[{""id"": ""OPS_000176"", ""name"": NaN, ""score"": 78.4}]","nan
Merged with OPS_000176 (score: 78.4)
Conflicts: NameNormalized: preferred='cannabis advisory council', secondary='caribbean advisory council'; Agency Name: preferred='Cannabis Advisory Council', secondary='Caribbean Advisory Council'; RecordID: preferred='OPS_000178', secondary='OPS_000176'",ops
,,,,,,,,,,,Council for Airport Opportunity - Board of Directors,,,Council for Airport Opportunity - Board of Directors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000179,,council airport opportunity board of directors,Board/Commission,ops,,,ops
,,,,,,,,,,,Public Online Capital Projects Database Task Force,,,Public Online Capital Projects Database Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000180,,public online capital projects database task force,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Carnegie Hall,,,CIG - Carnegie Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000181,,cig carnegie hall,Board/Commission,ops,,,ops
Child Care Advisory Board,Child Care Advisory Board,,,,,,,,,,Child Care Advisory Board,Child Care Advisory Board,Child Care Advisory Board,Child Care Advisory Board,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Independent,New York City Charter,"Chapter 24-B, Section 620",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6542,"Board established. There is hereby established a child care advisory board. 1.   The board shall be comprised of the following members: (a)   The commissioner of health and mental hygiene, or such commissioner's designee; (b)   The commissioner of the administration for children's services, or such commissioner's designee; (c)   The chancellor of the city school district, or such chancellor's designee; (d)   One member to be appointed by the mayor; (e)   One member to be appointed by the speaker of the council; (f)   One member to be appointed by the comptroller; (g)   One member to be appointed by the public advocate; and (h)   Such other members as deemed necessary by the mayor, who shall also be appointed by such mayor.",,,,,,,,2022.0,,child-care-advisory-board,2024-07-29,,,,,ops,,OPS_000182,,child care advisory board,Board/Commission,ops,"[{""id"": ""OPS_000329"", ""name"": NaN, ""score"": 79.5}, {""id"": ""OPS_000289"", ""name"": NaN, ""score"": 77.7}, {""id"": ""OPS_000245"", ""name"": NaN, ""score"": 75.7}]","Kept ops record over primary (preserved fields: FoundingYear, LegalCitationText, LegalCitationURL, LegalCitation, PreliminaryOrganizationType, AuthorizingAuthority, NameWithAcronym, NameAlphabetized, NYCReportingLine, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)
Merged with OPS_000329 (score: 79.5)
Conflicts: NameNormalized: preferred='child care advisory board', secondary='real estate advisory board'; Agency Name: preferred='Child Care Advisory Board', secondary='Real Estate Advisory Board'; RecordID: preferred='OPS_000182', secondary='OPS_000329'
Merged with OPS_000289 (score: 77.7)
Conflicts: NameNormalized: preferred='child care advisory board', secondary='mwbe advisory board'; Agency Name: preferred='Child Care Advisory Board', secondary='MWBE Advisory Board'; RecordID: preferred='OPS_000182', secondary='OPS_000289'
Merged with OPS_000245 (score: 75.7)
Conflicts: NameNormalized: preferred='child care advisory board', secondary='hivaids services advisory board'; Agency Name: preferred='Child Care Advisory Board', secondary='HIV/AIDS Services Advisory Board'; RecordID: preferred='OPS_000182', secondary='OPS_000245'",ops
,,,,,,,,,,,Climate Change Adaptation Taskforce,,,Climate Change Adaptation Taskforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000183,,climate change adaptation taskforce,Board/Commission,ops,,,ops
,,,,,,,,,,,Commission on Community Reinvestment and the Closure of Rikers Island,,,Commission on Community Reinvestment and the Closure of Rikers Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000189,,commission community reinvestment and closure of rikers island,Board/Commission,ops,,,ops
,,,,,,,,,,,Child Care Task Force,,,Child Care Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000190,,child care task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Central Park Conservancy,,,Central Park Conservancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000192,,central park conservancy,Board/Commission,ops,,,ops
,,,,,,,,,,,Child Fatality Review Advisory Team,,,Child Fatality Review Advisory Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000194,,child fatality review advisory team,Board/Commission,ops,,,ops
,,,,,,,,,,,Cultural Institutions Retirement System - Board of Trustees,,,Cultural Institutions Retirement System - Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000196,,cultural institutions retirement system board of trustees,Board/Commission,ops,,,ops
,,,,,,,,,,,Climate Mobilization Advisory Board,,,Climate Mobilization Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000197,,climate mobilization advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,Commission on Public Information and Communication,,,Commission on Public Information and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000199,,commission public information and communication,Board/Commission,ops,,,ops
,,,,,,,,,,,Community Services Board - Developmental Disabilities Subcommittee,,,Community Services Board - Developmental Disabilities Subcommittee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000204,,community services board developmental disabilities subcommittee,Board/Commission,ops,"[{""id"": ""OPS_000205"", ""name"": NaN, ""score"": 87.7}, {""id"": ""OPS_000206"", ""name"": NaN, ""score"": 75.6}]","nan
Merged with OPS_000205 (score: 87.7)
Conflicts: NameNormalized: preferred='community services board developmental disabilities subcommittee', secondary='community services board mental health subcommittee'; Agency Name: preferred='Community Services Board - Developmental Disabilities Subcommittee', secondary='Community Services Board - Mental Health Subcommittee'; RecordID: preferred='OPS_000204', secondary='OPS_000205'
Merged with OPS_000206 (score: 75.6)
Conflicts: NameNormalized: preferred='community services board developmental disabilities subcommittee', secondary='community services board substance use subcommittee'; Agency Name: preferred='Community Services Board - Developmental Disabilities Subcommittee', secondary='Community Services Board - Substance Use Subcommittee'; RecordID: preferred='OPS_000204', secondary='OPS_000206'",ops
,,,,,,,,,,,CUNY - Board of Trustees|CUNY Construction Fund - Board of Trustees,,,CUNY - Board of Trustees|CUNY Construction Fund - Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000209,,city university new york board of trustees|city university new york construction fund board of trustees,Board/Commission,ops,"[{""id"": ""OPS_000210"", ""name"": NaN, ""score"": 87.4}]","nan
Merged with OPS_000210 (score: 87.4)
Conflicts: Agency Name: preferred='CUNY - Board of Trustees|CUNY Construction Fund - Board of Trustees', secondary='CUNY Construction Fund - Board of Trustees'; NameNormalized: preferred='city university new york board of trustees|city university new york construction fund board of trustees', secondary='city university new york construction fund board of trustees'; RecordID: preferred='OPS_000209', secondary='OPS_000210'",ops
,,,,,,,,,,,CUNY Task Force,,,CUNY Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000211,,city university new york task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Catskill Watershed Corporation ,,,Catskill Watershed Corporation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000212,,catskill watershed corporation,Board/Commission,ops,,,ops
,,,,,,,,,,,Commercial Waste Zone Safety Task Force,,,Commercial Waste Zone Safety Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000213,,commercial waste zone safety task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Deferred Compensation Board,,,Deferred Compensation Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000215,,deferred compensation board,Board/Commission,ops,,,ops
,,,,,,,,,,,Dangerous Dog Advisory Board,,,Dangerous Dog Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000216,,dangerous dog advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,Drug Strategy Advisory Council,,,Drug Strategy Advisory Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000217,,drug strategy advisory council,Board/Commission,ops,,,ops
,,,,,,,,,,,Domestic Violence Fatality Review Committee,,,Domestic Violence Fatality Review Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000218,,domestic violence fatality review committee,Board/Commission,ops,,,ops
,,,,,,,,,,,Disconnected Youth Task Force,,,Disconnected Youth Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000219,,disconnected youth task force,Board/Commission,ops,,,ops
Environmental Control Board,Environmental Control Board,,,,Environmental Control Board (ECB),,,,,,Environmental Control Board,Environmental Control Board (ECB),Environmental Control Board (ECB),Environmental Control Board,,,,Active,"Advisory, Oversight, or Regulatory Body",,https://www.nyc.gov/site/oath/hearings/about-ecb.page,Office of Administrative Trials and Hearings,Office of Administrative Trials and Hearings,New York City Charter,"Chapter 45-A, Section 1049-a",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-6838,"There shall be in the office of administrative trials and hearings an environmental control board consisting of the commissioner of environmental protection, the commissioner of sanitation, the commissioner of buildings, the commissioner of health and mental hygiene, the police commissioner, the fire commissioner and the chief administrative law judge of the office of administrative trials and hearings, who shall be chair, all of whom shall serve on the board without compensation and all of whom shall have the power to exercise or delegate any of their functions, powers and duties as members of the board, and six persons to be appointed by the mayor, with the advice and consent of the city council, who are not otherwise employed by the city, one to be possessed of a broad general background and experience in the field of air pollution control, one with such background and experience in the field of water pollution control, one with such background and experience in the field of noise pollution control, one with such background and experience in the real estate field, one with such background and experience in the business community, and one member of the public, and who shall serve for four-year terms. Such members shall be compensated at a rate that may be specified by the chair and approved by the mayor. Within the board's appropriation, the chair may appoint an executive director, subject to the approval of the board, and such hearing officers, including non-salaried hearing officers, and other employees as the chair may from time to time find necessary for the proper performance of the board's duties. The board shall be convened by the chairperson or in his or her absence a deputy commissioner of the office of administrative trials and hearings or at the request of any three members thereof. Five members of the board, at least two of whom shall not be city officials, shall constitute a quorum.",ECB,,,,,,,2008.0,,environmental-control-board,2024-07-29,,,,,ops,,OPS_000220,,environmental control board,Board/Commission,ops,['REC_000079'],"Kept ops record over primary (preserved fields: FoundingYear, LegalCitationText, LegalCitationURL, ParentOrganization, Name - ODA, LegalCitation, PreliminaryOrganizationType, AuthorizingAuthority, NYCReportingLine, NameWithAcronym, Acronym, NameAlphabetized, URL, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)",ops
Educational Construction Fund,Educational Construction Fund,,,,,,Educational Construction Fund,Educational Construction Fund,,,Educational Construction Fund,Educational Construction Fund,Educational Construction Fund,Educational Construction Fund,,,,Active,Authority or Public Benefit Corporation,,,,,New York State Law,,,,,,,,,,,1966.0,,educational-construction-fund,2024-07-29,,,,,ops,,OPS_000221,,educational construction fund,Board/Commission,ops,['REC_000078'],"Kept ops record over primary (preserved fields: FoundingYear, Name - WeGov, PreliminaryOrganizationType, Name, Name - Greenbook, NameWithAcronym, NameAlphabetized, NameAlphabetizedWithAcronym, DateCreated, URISlug, AuthorizingAuthority, OperationalStatus)",ops
,,,,,,,,,,,Economic Development Corporation Board of Trustees,,,Economic Development Corporation Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000222,,economic development corporation board of trustees,Board/Commission,ops,,,ops
Franchise and Concession Review Committee,Franchise and Concession Review Committee,,,,,,,,,,Franchise and Concession Review Committee,Franchise and Concession Review Committee,Franchise and Concession Review Committee,Franchise and Concession Review Committee,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Independent,New York City Charter,"Chapter 14, Section 373",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-1532,"A franchise and concession review committee is hereby established. The committee shall consist of the following officials or their designees: the mayor, who shall serve as chair; the director of the office of management and budget; the corporation counsel; the comptroller; and one additional appointee of the mayor. Whenever the committee reviews a proposed franchise or concession or the procedures for granting a particular concession, the borough president of the borough in which such franchise or concession is located or his or her designee shall also serve as a member of the committee. If such a franchise, concession or procedure relates to more than one borough, the borough presidents of such boroughs shall designate one of such borough presidents or another individual to serve as a member of the committee for the purpose of considering such matter.",,,,,,,,1989.0,,franchise-and-concession-review-committee,2024-07-29,,,,,ops,,OPS_000227,,franchise and concession review committee,Board/Commission,ops,['REC_000086'],"Kept ops record over primary (preserved fields: FoundingYear, LegalCitationText, LegalCitationURL, LegalCitation, PreliminaryOrganizationType, AuthorizingAuthority, NameWithAcronym, NameAlphabetized, NYCReportingLine, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)",ops
,,,,,,,,,,,Fashion Institute of Technology - Board of Trustees,,,Fashion Institute of Technology - Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000230,,fashion institute of technology board of trustees,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Flushing Council on Culture and the Arts / Flushing Town Hall,,,CIG - Flushing Council on Culture and the Arts / Flushing Town Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000231,,cig flushing council culture and arts flushing town hall,Board/Commission,ops,,,ops
,,,,,,,,,,,Flushing Meadows Corona Park Alliance,,,Flushing Meadows Corona Park Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000232,,flushing meadows corona park alliance,Board/Commission,ops,,,ops
,,,,,,,,,,,Forest Park Trust,,,Forest Park Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000233,,forest park trust,Board/Commission,ops,,,ops
,,,,,,,,,,,Fair Recovery Task Force,,,Fair Recovery Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000234,,fair recovery task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Food Service Establishment Advisory Board,,,Food Service Establishment Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000235,,food service establishment advisory board,Board/Commission,ops,"[{""id"": ""OPS_000245"", ""name"": NaN, ""score"": 75.6}]","nan
Merged with OPS_000245 (score: 75.6)
Conflicts: NameNormalized: preferred='food service establishment advisory board', secondary='hivaids services advisory board'; Agency Name: preferred='Food Service Establishment Advisory Board', secondary='HIV/AIDS Services Advisory Board'; RecordID: preferred='OPS_000235', secondary='OPS_000245'",ops
,,,,,,,,,,,Future Workers Task Force,,,Future Workers Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000236,,future workers task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Green Economy Advisory Council,,,Green Economy Advisory Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000237,,green economy advisory council,Board/Commission,ops,,,ops
,,,,,,,,,,,Gracie Mansion Conversancy Advisory Committee,,,Gracie Mansion Conversancy Advisory Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000239,,gracie mansion conversancy advisory committee,Board/Commission,ops,,,ops
,,,,,,,,,,,Gender and Racial Equity Advisory Board,,,Gender and Racial Equity Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000240,,gender and racial equity advisory board,Board/Commission,ops,"[{""id"": ""OPS_000275"", ""name"": NaN, ""score"": 84.4}]","nan
Merged with OPS_000275 (score: 84.4)
Conflicts: NameNormalized: preferred='gender and racial equity advisory board', secondary='medical equity advisory board'; Agency Name: preferred='Gender and Racial Equity Advisory Board', secondary='Medical Equity Advisory Board'; RecordID: preferred='OPS_000240', secondary='OPS_000275'",ops
,,,,,,,,,,,Greenbelt Conservancy,,,Greenbelt Conservancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000241,,greenbelt conservancy,Board/Commission,ops,,,ops
GrowNYC,GrowNYC,,,,,,,GrowNYC,,,GrowNYC (previously Council on the Environment),GrowNYC,GrowNYC,GrowNYC (previously Council on the Environment),,,,Active,Non-Governmental Organization,,https://www.grownyc.org/,,,New York State Law,,,,,,,,,,,1970.0,,grownyc,2024-07-29,,,,,ops,,OPS_000242,,grownyc,Board/Commission,ops,['REC_000091'],"Kept ops record over primary (preserved fields: FoundingYear, PreliminaryOrganizationType, AuthorizingAuthority, Name - Greenbook, NameWithAcronym, NameAlphabetized, URL, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)",ops
,,,,,,,,,,,Get Stuff Built Advisory Board,,,Get Stuff Built Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000243,,get stuff built advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,Handschu Committee,,,Handschu Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000244,,handschu committee,Board/Commission,ops,,,ops
,,,,,,,,,,,Health and Hospitals Corporation Board of Directors,,,Health and Hospitals Corporation Board of Directors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000247,,health and hospitals corporation board of directors,Board/Commission,ops,,,ops
,,,,,,,,,,,Health and Hospitals Corporation Personnel Review Board,,,Health and Hospitals Corporation Personnel Review Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000248,,health and hospitals corporation personnel review board,Board/Commission,ops,,,ops
,,,,,,,,,,,HIV Planning Council,,,HIV Planning Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000249,,hiv planning council,Board/Commission,ops,,,ops
,,,,,,,,,,,Hudson River Park Trust,,,Hudson River Park Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000250,,hudson river park trust,Board/Commission,ops,,,ops
,,,,,,,,,,,Hudson River Valley Greenway Communities Council,,,Hudson River Valley Greenway Communities Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000251,,hudson river valley greenway communities council,Board/Commission,ops,,,ops
,,,,,,,,,,,Temporary Commercial Incentive Area Boundary Commission (ICAP),,,Temporary Commercial Incentive Area Boundary Commission (ICAP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000253,,temporary commercial incentive area boundary commission,Board/Commission,ops,,,ops
,,,,,,,,,,,Industrial Development Agency,,,Industrial Development Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000254,,industrial development agency,Board/Commission,ops,,,ops
,,,,,,,,,,,In Rem Foreclosure Board,,,In Rem Foreclosure Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000255,,rem foreclosure board,Board/Commission,ops,,,ops
,,,,,,,,,,,Jewish Advisory Council,,,Jewish Advisory Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000256,,jewish advisory council,Board/Commission,ops,"[{""id"": ""OPS_000340"", ""name"": NaN, ""score"": 82.6}]","nan
Merged with OPS_000340 (score: 82.6)
Conflicts: NameNormalized: preferred='jewish advisory council', secondary='senior advisory council'; Agency Name: preferred='Jewish Advisory Council', secondary='Senior Advisory Council'; RecordID: preferred='OPS_000256', secondary='OPS_000340'",ops
,,,,,,,,,,,CIG - Jamaica Center for Arts and Learning,,,CIG - Jamaica Center for Arts and Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000257,,cig jamaica center arts and learning,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Jazz at Lincoln Center,,,CIG - Jazz at Lincoln Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000258,,cig jazz at lincoln center,Board/Commission,ops,,,ops
,,,,,,,,,,,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",,,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000259,,jamaica bay rockaway parks conservancy inc,Board/Commission,ops,,,ops
,,,,,,,,,,,Jamaica Bay Task Force,,,Jamaica Bay Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000260,,jamaica bay task force,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Museum of Jewish Heritage,,,CIG - Museum of Jewish Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000261,,cig museum of jewish heritage,Board/Commission,ops,,,ops
Latin Media and Entertainment Commission,Latin Media and Entertainment Commission,,,Latin Media & Entertainment Commission (LMEC),,,,,,,Latin Media & Entertainment Commission,Latin Media and Entertainment Commission (LMEC),Latin Media and Entertainment Commission (LMEC),Latin Media & Entertainment Commission,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Independent,Mayoral Executive Order,"Executive Order 43, 2003",https://a860-gpp.nyc.gov/concern/nyc_government_publications/9k41zd787?locale=en,This Executive Order by the Mayor announces the establishment of the Commission on Latin Media and Entertainment.,LMEC,,,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Latin+Media+%26+Entertainment+Commission+%28LMEC%29,,2003.0,,latin-media-and-entertainment-commission,2024-07-29,,,,,ops,,OPS_000263,,latin media and entertainment commission,Board/Commission,ops,['REC_000100'],"Kept ops record over primary (preserved fields: Name - NYC Open Data Portal, FoundingYear, LegalCitationText, LegalCitationURL, LegalCitation, PreliminaryOrganizationType, AuthorizingAuthority, NameWithAcronym, Acronym, OpenDatasetsURL, NameAlphabetized, NYCReportingLine, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)",ops
,,,,,,,,,,,Local Conditional Release Commission,,,Local Conditional Release Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000264,,local conditional release commission,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Lincoln Center for the Performing Arts,,,CIG - Lincoln Center for the Performing Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000266,,cig lincoln center performing arts,Board/Commission,ops,,,ops
Lower Manhattan Development Corporation,Lower Manhattan Development Corporation,,,,,,,Lower Manhattan Development Corporation,,,Lower Manhattan Development Corporation,Lower Manhattan Development Corporation,Lower Manhattan Development Corporation,Lower Manhattan Development Corporation,,,,Active,Authority or Public Benefit Corporation,,http://www.renewnyc.com/,,,New York State Law,,,,,,,,,,,2001.0,,lower-manhattan-development-corporation,2024-07-29,,,,,ops,,OPS_000267,,lower manhattan development corporation,Board/Commission,ops,['REC_000102'],"Kept ops record over primary (preserved fields: FoundingYear, PreliminaryOrganizationType, AuthorizingAuthority, Name - Greenbook, NameWithAcronym, NameAlphabetized, URL, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)",ops
,,,,,,,,,,,Multiple Dwellings Construction Task Force,,,Multiple Dwellings Construction Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000274,,multiple dwellings construction task force,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Metropolitan Museum of Art|CIG - Museum of Modern Art,,,CIG - Metropolitan Museum of Art|CIG - Museum of Modern Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000276,,cig metropolitan museum of art|cig museum of modern art,Board/Commission,ops,"[{""id"": ""OPS_000277"", ""name"": NaN, ""score"": 90.4}]","nan
Merged with OPS_000277 (score: 90.4)
Conflicts: Agency Name: preferred='CIG - Metropolitan Museum of Art|CIG - Museum of Modern Art', secondary='CIG - Museum of Modern Art'; NameNormalized: preferred='cig metropolitan museum of art|cig museum of modern art', secondary='cig museum of modern art'; RecordID: preferred='OPS_000276', secondary='OPS_000277'",ops
,,,,,,,,,,,"Task Force on Monuments, Statues, Public Art and Historical Markers",,,"Task Force on Monuments, Statues, Public Art and Historical Markers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000278,,task force monuments statues public art and historical markers,Board/Commission,ops,,,ops
,,,,,,,,,,,Marshall Plan for Moms Task Force,,,Marshall Plan for Moms Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000279,,marshall plan moms task force,Board/Commission,ops,,,ops
