Source,Target,Score,Label,SourceID,TargetID,Notes
Public Administrator,Public Administrator,83.5,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,83.5,No Match,REC_000227,REC_000227,
,Office of Administrative Trials and Hearings,83.4,No Match,HOO_000001,REC_000185,
,Office of Administrative Trials and Hearings,83.4,No Match,HOO_000001,REC_000185,
,,83.3,No Match,OPS_000296,HOO_000001,
Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,83.3,No Match,OPS_000112,HOO_000001,
Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,83.2,No Match,REC_000125,REC_000125,
,,83.2,No Match,HOO_000050,HOO_000001,
Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,83.2,No Match,REC_000125,REC_000125,
Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,83.2,No Match,REC_000125,REC_000125,
"Deputy Mayor for Housing, Economic Development and Workforce",,83.1,Match,REC_000069,HOO_000001,
Deputy Mayor for Communications,,83.1,Match,REC_000215,HOO_000001,
New York City Employees' Retirement System,,83.1,Match,REC_000161,HOO_000001,
,,83.1,Match,HOO_000001,HOO_000001,
,Chief Housing Officer,83.0,No Match,HOO_000112,REC_000023,
,,83.0,No Match,HOO_000001,HOO_000001,
Metropolitan Transportation Authority,Metropolitan Transportation Authority,82.9,No Match,REC_000154,REC_000154,
,Borough Presidents,82.9,No Match,HOO_000001,REC_000249,
Office of Administrative Justice Coordinator,,82.9,Match,REC_000183,HOO_000001,
Mayor's Office of Municipal Services Assessment,,82.9,Match,REC_000137,HOO_000001,
Public Administrator,Public Administrator,82.9,No Match,REC_000227,REC_000227,
Mayor's Office of Efficiency,,82.9,Match,REC_000123,HOO_000001,
Public Administrator,Public Administrator,82.9,No Match,REC_000227,REC_000227,
Mayor's Office|Mayor's Office NYC Service,Mayor's Office|Mayor's Office NYC Service,82.8,No Match,REC_000107,REC_000107,
Mayor's Office of Contract Services|Office of Administrative Services,Mayor's Office of Contract Services|Office of Administrative Services,82.8,No Match,REC_000121,REC_000121,
,,82.8,Match,HOO_000001,HOO_000079,
Public Administrator,Public Administrator,82.8,No Match,REC_000227,REC_000227,
Mayor's Office of Contract Services|Office of Administrative Services,,82.8,No Match,REC_000121,HOO_000001,
,Brooklyn Navy Yard Development Corporation,82.8,No Match,HOO_000001,OPS_000166,
,,82.8,No Match,OPS_000348,HOO_000001,
,,82.7,No Match,HOO_000001,HOO_000001,Department variation
,,82.7,No Match,HOO_000001,HOO_000001,
,,82.6,No Match,HOO_000001,HOO_000001,
,,82.6,Match,HOO_000001,HOO_000001,
,,82.6,No Match,HOO_000001,HOO_000001,
,,82.6,No Match,HOO_000001,HOO_000001,
,,82.6,No Match,HOO_000001,HOO_000001,
,,82.6,No Match,HOO_000001,HOO_000001,
,,82.6,No Match,OPS_000256,HOO_000001,
,,82.6,Match,OPS_000223,HOO_000001,
Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,,82.6,No Match,REC_000125,HOO_000001,
,,82.5,No Match,HOO_000001,HOO_000001,
NYC Municipal Water Finance Authority|Transitional Finance Authority,,82.5,Match,OPS_000290,HOO_000001,
,,82.5,No Match,HOO_000001,HOO_000001,
,,82.5,Match,HOO_000001,HOO_000001,
,,82.5,No Match,HOO_000016,HOO_000001,Department variation
Deputy Mayor for Public Safety,,82.5,Match,REC_000072,HOO_000001,
,,82.4,Match,HOO_000001,HOO_000001,
,Tax Commission|Art Commission,82.4,No Match,HOO_000001,OPS_000358,
,,82.4,No Match,HOO_000001,HOO_000001,
Mayor's Office of Policy and Planning,,82.4,No Match,REC_000140,HOO_000001,
,,82.4,No Match,HOO_000001,HOO_000001,
Mayor's Office|Mayor's Office NYC Service,,82.4,Match,REC_000107,HOO_000001,
Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,,82.4,No Match,OPS_000119,HOO_000001,
,,82.4,No Match,HOO_000001,HOO_000001,
Office of Correspondence,,82.4,Match,REC_000253,HOO_000001,
,Tax Commission|Art Commission,82.4,No Match,HOO_000001,OPS_000358,
,,82.4,No Match,HOO_000001,HOO_000001,
,,82.4,Match,HOO_000029,HOO_000001,
,,82.4,Match,HOO_000001,HOO_000001,
Office of Animal Welfare,,82.4,Match,REC_000186,HOO_000001,
Office of Animal Welfare,,82.4,Match,REC_000186,HOO_000001,
,,82.3,No Match,HOO_000001,HOO_000001,
Metropolitan Transportation Authority,Metropolitan Transportation Authority,82.2,Match,REC_000154,REC_000154,
Office of the Chief Counsel to the Mayor and City Hall,,82.2,Match,REC_000210,HOO_000001,
,,82.2,Match,HOO_000001,HOO_000001,
Mental Hygiene Advisory Board,,82.1,No Match,REC_000153,HOO_000001,
,,82.1,No Match,HOO_000001,HOO_000001,
,,82.1,No Match,OPS_000204,HOO_000001,
,,82.1,No Match,HOO_000001,OPS_000379,
,,82.0,Match,HOO_000015,HOO_000001,
Department of Homeless Services,,82.0,No Match,REC_000055,HOO_000001,Department variation
,,82.0,Match,HOO_000001,HOO_000001,
,,82.0,Match,HOO_000001,HOO_000001,
,,81.9,No Match,HOO_000001,HOO_000001,
Public Administrator,Public Administrator,81.7,No Match,REC_000227,REC_000227,
,,81.6,Match,HOO_000001,HOO_000001,
,,81.6,No Match,OPS_000291,HOO_000001,
,,81.4,No Match,HOO_000001,OPS_000211,
,,81.2,Match,HOO_000001,HOO_000001,
,,81.2,No Match,HOO_000001,HOO_000001,
,,81.2,No Match,HOO_000001,HOO_000001,
,,81.2,No Match,HOO_000001,HOO_000001,
,,81.1,Match,HOO_000001,HOO_000001,
,,81.1,No Match,HOO_000001,HOO_000001,
,Mayor's Office for the Prevention of Hate Crimes,81.0,Match,HOO_000001,REC_000113,
,New York City Water Board,81.0,Match,HOO_000001,OPS_000375,
,,81.0,No Match,HOO_000001,HOO_000001,
Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,81.0,No Match,OPS_000112,HOO_000001,
,Office of the Comptroller,81.0,Match,HOO_000038,REC_000214,
,,80.9,No Match,HOO_000001,OPS_000171,
,Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,80.9,No Match,HOO_000001,OPS_000119,
,,80.7,No Match,HOO_000001,HOO_000001,
,Department of Small Business Services,80.7,Match,HOO_000001,REC_000063,
Metropolitan Transportation Authority,Metropolitan Transportation Authority,80.7,No Match,REC_000154,REC_000154,
,Lower Manhattan Development Corporation,80.6,No Match,HOO_000001,OPS_000267,
Public Administrator,Public Administrator,80.6,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,80.6,No Match,REC_000227,REC_000227,
Brooklyn Public Library,,80.5,No Match,REC_000016,HOO_000001,
Office of the Special Narcotics Prosecutor,,80.0,Match,REC_000218,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,Office of the Special Narcotics Prosecutor,80.0,Match,HOO_000001,REC_000218,
,,80.0,Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,New York City Loft Board|Youth Board,80.0,Match,HOO_000001,OPS_000268,
,,80.0,No Match,HOO_000001,HOO_000001,
,New York City Office of the Actuary,80.0,No Match,HOO_000001,REC_000163,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,,80.0,No Match,HOO_000001,HOO_000001,
,Department of Citywide Administrative Services,80.0,No Match,HOO_000001,REC_000046,
,,80.0,Match,HOO_000001,HOO_000001,
,Tax Commission|Art Commission,80.0,No Match,HOO_000001,OPS_000358,
,,79.9,No Match,HOO_000001,HOO_000001,
,Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,79.7,No Match,HOO_000001,OPS_000119,
,,79.6,No Match,HOO_000001,HOO_000001,
,,79.6,No Match,HOO_000001,HOO_000001,
Department of Correction,,79.5,No Match,REC_000048,HOO_000001,
,,79.5,No Match,HOO_000001,HOO_000001,
School Construction Authority,,79.5,No Match,OPS_000134,HOO_000001,
Child Care Advisory Board,,79.5,No Match,OPS_000182,HOO_000001,
,,79.5,No Match,HOO_000001,HOO_000001,
,,79.4,No Match,HOO_000001,HOO_000001,
,,79.4,No Match,HOO_000001,HOO_000001,
,,79.4,No Match,OPS_000349,HOO_000001,
Citizens' Advisory Committee for Cultural Plan,,79.4,No Match,REC_000025,HOO_000001,
,,79.4,Match,HOO_000001,HOO_000001,
,,79.3,No Match,HOO_000001,HOO_000001,
,,79.2,Match,HOO_000001,HOO_000001,
,,79.2,No Match,HOO_000001,HOO_000001,
,,79.2,No Match,HOO_000001,HOO_000001,
,,79.2,No Match,HOO_000001,HOO_000001,
,,79.1,No Match,HOO_000001,HOO_000001,
Brooklyn Public Library,,79.1,Match,REC_000016,HOO_000001,
,Office of the Public Advocate|Office of the Utility Advocate,79.0,Match,HOO_000149,REC_000217,
,Deputy Chief Administrative Judge for the New York City Courts,79.0,No Match,HOO_000001,REC_000068,
Mayor's Community Affairs Unit,Mayor's Community Affairs Unit,79.0,Match,REC_000105,REC_000105,
,,78.9,No Match,HOO_000001,HOO_000001,
,Community Boards|Community Action Board,78.9,No Match,HOO_000001,OPS_000396,
Districting Commission,,78.8,No Match,REC_000075,HOO_000001,
,,78.8,Match,HOO_000001,HOO_000001,
,,78.8,No Match,HOO_000001,HOO_000001,
,,78.7,No Match,HOO_000001,HOO_000001,
,,78.7,No Match,HOO_000001,HOO_000001,
,,78.7,No Match,HOO_000001,HOO_000001,
,,78.6,No Match,OPS_000295,HOO_000001,
,,78.6,No Match,OPS_000302,HOO_000001,
Office of Food Policy,,78.6,Match,REC_000196,HOO_000001,
Office of Food Policy,,78.6,Match,REC_000196,HOO_000001,
,,78.6,Match,HOO_000001,HOO_000001,
Lower Manhattan Development Corporation,,78.5,No Match,OPS_000267,HOO_000001,
,,78.4,No Match,OPS_000178,HOO_000001,
,,78.4,No Match,HOO_000001,HOO_000001,
,,78.4,Match,HOO_000001,HOO_000001,
Charter Revision Commission,,78.3,No Match,OPS_000201,HOO_000001,
Office of Creative Communications,,78.3,No Match,REC_000259,HOO_000001,
,,78.3,No Match,HOO_000001,HOO_000001,
,,78.3,Match,HOO_000001,HOO_000001,
,,78.2,Match,HOO_000001,HOO_000001,
,,78.1,No Match,HOO_000001,HOO_000001,
Child Care Advisory Board,,78.1,No Match,OPS_000182,HOO_000001,
,,78.1,No Match,HOO_000001,HOO_000001,
,,78.1,No Match,HOO_000001,HOO_000001,
,,78.0,No Match,HOO_000001,HOO_000001,
,,78.0,Match,HOO_000001,HOO_000001,
NYC Municipal Water Finance Authority|Transitional Finance Authority,,78.0,No Match,OPS_000290,HOO_000001,
,Deputy Chief Administrative Judge for the New York City Courts,78.0,No Match,HOO_000001,REC_000068,
New York City Employees' Retirement System,,78.0,No Match,REC_000161,HOO_000001,
,,78.0,No Match,HOO_000001,HOO_000001,
,,78.0,No Match,HOO_000001,HOO_000001,
,,78.0,No Match,HOO_000001,HOO_000001,
,,78.0,No Match,HOO_000001,HOO_000001,
,Mayor's Fund to Advance New York City,78.0,Match,HOO_000001,REC_000106,
NYC Municipal Water Finance Authority|Transitional Finance Authority,,78.0,No Match,OPS_000290,HOO_000001,
,,78.0,No Match,HOO_000001,HOO_000001,
NYC Municipal Water Finance Authority|Transitional Finance Authority,,78.0,No Match,OPS_000290,HOO_000001,
,,77.9,No Match,HOO_000001,HOO_000001,
,Deputy Chief Administrative Judge for the New York City Courts,77.9,No Match,HOO_000001,REC_000068,
Metropolitan Transportation Authority,Metropolitan Transportation Authority,77.9,No Match,REC_000154,REC_000154,
,,77.9,No Match,HOO_000001,HOO_000001,
,Department of Buildings,77.8,No Match,HOO_000001,REC_000044,
,,77.8,Match,HOO_000001,HOO_000001,
,,77.8,No Match,HOO_000001,HOO_000001,
,,77.8,No Match,HOO_000001,HOO_000001,
,,77.8,No Match,HOO_000001,HOO_000001,
Child Care Advisory Board,,77.7,No Match,OPS_000182,HOO_000001,
,,77.7,No Match,HOO_000001,HOO_000001,
,,77.7,No Match,HOO_000001,HOO_000001,
,,77.6,Match,OPS_000228,HOO_000001,
,,77.6,No Match,HOO_000001,HOO_000001,
,,77.6,No Match,HOO_000001,HOO_000001,
,,77.6,No Match,HOO_000001,HOO_000001,
,Mental Hygiene Advisory Board,77.6,No Match,HOO_000001,REC_000153,
Mental Hygiene Advisory Board,,77.5,No Match,REC_000153,HOO_000001,
,,77.5,Match,HOO_000001,HOO_000001,
,,77.5,No Match,HOO_000001,HOO_000001,
,,77.5,Match,HOO_000001,HOO_000001,
,,77.5,Match,HOO_000001,HOO_000001,
,,77.5,Match,HOO_000001,HOO_000001,
,,77.5,Match,HOO_000001,HOO_000001,
Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,,77.4,No Match,OPS_000119,HOO_000001,
,,77.4,No Match,HOO_000001,HOO_000001,
,Mental Hygiene Advisory Board,77.4,No Match,HOO_000001,REC_000153,
,,77.4,Match,HOO_000001,HOO_000001,
,,77.4,No Match,HOO_000001,HOO_000001,
Office of the Public Advocate|Office of the Utility Advocate,Office of the Public Advocate|Office of the Utility Advocate,77.4,No Match,REC_000217,REC_000217,
,,77.4,No Match,HOO_000001,HOO_000001,
,,77.3,No Match,HOO_000001,HOO_000001,
,,77.3,No Match,HOO_000001,HOO_000001,
,,77.3,No Match,HOO_000001,HOO_000001,
,,77.3,No Match,HOO_000001,HOO_000001,
,,77.3,Match,HOO_000001,HOO_000001,
,,77.3,No Match,HOO_000001,HOO_000001,
,Borough Presidents,77.3,No Match,HOO_000001,REC_000249,
,Chief Housing Officer,77.2,No Match,HOO_000001,REC_000023,
Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,77.1,No Match,OPS_000112,HOO_000001,
,,77.1,No Match,HOO_000001,HOO_000001,
,,77.1,Match,HOO_000001,HOO_000001,
,,77.1,Match,HOO_000001,HOO_000001,
,,77.0,No Match,HOO_000001,HOO_000001,
,,77.0,No Match,HOO_000001,HOO_000001,
,,77.0,No Match,OPS_000237,HOO_000001,
,Borough Presidents,76.9,No Match,HOO_000001,REC_000249,
Mayor's Public Engagement Unit,,76.9,Match,REC_000152,HOO_000001,
,,76.9,Match,HOO_000001,HOO_000001,
,,76.9,No Match,HOO_000001,HOO_000001,
,,76.9,Match,HOO_000001,HOO_000001,
,,76.8,No Match,HOO_000001,HOO_000001,
,,76.8,No Match,HOO_000001,HOO_000001,
Districting Commission,,76.8,No Match,REC_000075,HOO_000001,
,,76.8,No Match,HOO_000001,HOO_000001,
Tax Commission|Art Commission,,76.8,No Match,OPS_000358,HOO_000001,
Child Care Advisory Board,,76.8,No Match,OPS_000182,HOO_000001,
,,76.8,No Match,HOO_000001,HOO_000001,
,,76.8,No Match,HOO_000001,HOO_000001,
,,76.7,No Match,HOO_000001,HOO_000001,
,,76.7,No Match,HOO_000001,OPS_000339,
,,76.7,No Match,HOO_000001,HOO_000001,
,,76.7,No Match,HOO_000001,HOO_000001,
,,76.6,No Match,HOO_000001,HOO_000001,
,,76.6,No Match,HOO_000001,HOO_000001,
,,76.6,No Match,HOO_000001,HOO_000001,
,,76.6,No Match,HOO_000001,HOO_000001,
,,76.6,No Match,HOO_000001,HOO_000001,
,,76.5,No Match,HOO_000001,HOO_000001,
Mental Hygiene Advisory Board,,76.5,No Match,REC_000153,HOO_000001,
,,76.5,Match,HOO_000001,HOO_000001,
,,76.4,No Match,HOO_000001,HOO_000001,
,,76.4,Match,HOO_000001,HOO_000001,
,,76.4,No Match,HOO_000001,HOO_000001,
,,76.4,No Match,HOO_000001,HOO_000001,
,Mayor's Office of Talent and Workforce Development,76.4,Match,HOO_000001,REC_000147,
Mental Hygiene Advisory Board,,76.4,No Match,REC_000153,HOO_000001,
,,76.4,No Match,OPS_000174,HOO_000001,
,,76.4,No Match,HOO_000001,HOO_000001,
Public Administrator,Public Administrator,76.4,Match,REC_000227,REC_000227,
,,76.4,No Match,OPS_000386,HOO_000001,
Child Care Advisory Board,,76.4,No Match,OPS_000182,HOO_000001,
,Citizens' Advisory Committee for Cultural Plan,76.4,No Match,OPS_000138,REC_000025,
,,76.4,No Match,HOO_000001,HOO_000001,
,Mayor's Office of Talent and Workforce Development,76.4,Match,HOO_000001,REC_000147,
,,76.3,No Match,HOO_000001,HOO_000001,
,,76.2,No Match,HOO_000001,HOO_000001,
New York City Loft Board|Youth Board,,76.2,No Match,OPS_000268,HOO_000001,
,,76.2,No Match,HOO_000001,OPS_000211,
,,76.2,No Match,HOO_000001,HOO_000001,
,,76.2,No Match,HOO_000001,HOO_000001,
,,76.2,No Match,OPS_000296,HOO_000001,
,,76.2,No Match,HOO_000001,HOO_000001,
,,76.1,No Match,HOO_000001,HOO_000001,
,,76.1,No Match,HOO_000001,HOO_000001,
,,76.1,No Match,HOO_000001,HOO_000001,
,,76.1,No Match,HOO_000001,HOO_000001,
,,76.1,No Match,HOO_000001,HOO_000001,
,,76.0,No Match,HOO_000001,HOO_000001,
Brooklyn Navy Yard Development Corporation,,76.0,No Match,OPS_000166,HOO_000001,
,,76.0,No Match,HOO_000001,OPS_000339,
,,76.0,No Match,OPS_000347,HOO_000001,
,,76.0,Match,HOO_000001,HOO_000001,
,,76.0,No Match,HOO_000001,HOO_000001,
Civil Service Commission,,76.0,No Match,OPS_000207,HOO_000001,
Office of the Chief Medical Examiner,,75.9,Match,REC_000211,HOO_000001,
,Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,75.9,No Match,HOO_000001,OPS_000119,
,,75.9,No Match,HOO_000001,HOO_000001,
Districting Commission,Districting Commission,75.9,Match,REC_000075,REC_000075,
,,75.9,No Match,HOO_000001,HOO_000001,
,,75.8,No Match,HOO_000001,HOO_000001,
,,75.8,No Match,HOO_000001,HOO_000001,
,,75.8,No Match,HOO_000001,HOO_000001,
Mental Hygiene Advisory Board,,75.8,No Match,REC_000153,HOO_000001,
,,75.8,No Match,HOO_000001,HOO_000001,
,,75.8,No Match,HOO_000001,HOO_000001,
Lower Manhattan Development Corporation,,75.8,No Match,OPS_000267,HOO_000001,
,,75.7,No Match,HOO_000001,HOO_000001,
,,75.7,No Match,HOO_000001,HOO_000001,
Child Care Advisory Board,,75.7,No Match,OPS_000182,HOO_000001,
,,75.6,No Match,HOO_000001,HOO_000001,
,,75.6,No Match,OPS_000216,HOO_000001,
,,75.6,No Match,OPS_000235,HOO_000001,
,,75.6,No Match,HOO_000001,HOO_000001,
,Borough Presidents,75.6,No Match,HOO_000001,REC_000249,
,,75.6,No Match,HOO_000001,HOO_000001,
,,75.6,Match,HOO_000001,HOO_000001,
Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,,75.6,No Match,OPS_000119,HOO_000001,
,Civil Service Commission,75.6,No Match,HOO_000001,OPS_000207,
,,75.6,No Match,OPS_000204,HOO_000001,
Civil Service Commission,,75.6,No Match,OPS_000207,HOO_000001,
,Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,75.6,No Match,HOO_000001,OPS_000119,
,,75.6,Match,HOO_000001,HOO_000001,
,,75.6,Match,HOO_000001,HOO_000001,
,,75.6,No Match,HOO_000001,HOO_000001,
Chief Climate Officer,,75.6,No Match,OPS_000012,HOO_000001,
Public Administrator,Public Administrator,75.5,No Match,REC_000227,REC_000227,
,,75.5,No Match,HOO_000001,OPS_000339,
Public Administrator,Public Administrator,75.5,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,75.5,No Match,REC_000227,REC_000227,
Brooklyn Public Library,Brooklyn Public Library,75.4,No Match,REC_000016,REC_000016,
Child Care Advisory Board,,75.4,No Match,OPS_000182,HOO_000001,
,,75.4,No Match,HOO_000001,HOO_000001,
,Lower Manhattan Development Corporation,75.4,No Match,HOO_000001,OPS_000267,
,,75.4,No Match,HOO_000001,HOO_000001,
,,75.3,No Match,HOO_000001,HOO_000001,
,,75.3,No Match,HOO_000001,HOO_000001,
,,75.3,No Match,HOO_000001,HOO_000001,
Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,75.3,No Match,OPS_000112,HOO_000001,
,,75.3,No Match,HOO_000001,HOO_000001,
,Department of Correction,75.3,No Match,HOO_000001,REC_000048,
,,75.2,No Match,HOO_000001,HOO_000001,
,,75.2,No Match,HOO_000001,OPS_000295,
Mental Hygiene Advisory Board,,75.2,No Match,REC_000153,HOO_000001,
,,75.0,No Match,HOO_000001,HOO_000001,
,,75.0,No Match,HOO_000001,OPS_000171,
Community Boards|Community Action Board,,75.0,No Match,OPS_000396,HOO_000001,
,Mayor's Office of Efficiency,75.0,No Match,HOO_000001,REC_000123,
,Mental Hygiene Advisory Board,75.0,No Match,HOO_000001,REC_000153,
,,75.0,No Match,HOO_000001,HOO_000001,
,,75.0,No Match,HOO_000001,HOO_000001,
,Department of Small Business Services,75.0,Match,HOO_000157,REC_000063,
,Office of Nightlife,75.0,Match,HOO_000001,REC_000205,
,,75.0,No Match,HOO_000001,HOO_000001,
,,75.0,No Match,HOO_000001,HOO_000001,
,,75.0,No Match,HOO_000001,HOO_000001,
Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,75.0,No Match,OPS_000112,HOO_000001,
Department of Buildings,,75.0,Match,REC_000044,HOO_000001,
,,75.0,No Match,HOO_000001,HOO_000001,
,Tax Commission|Art Commission,75.0,No Match,HOO_000001,OPS_000358,
,,75.0,Match,HOO_000001,HOO_000001,
,Mayor's Office of Talent and Workforce Development,75.0,Match,HOO_000001,REC_000147,
,,75.0,No Match,HOO_000001,HOO_000001,
,Law Department|Police Department|Fire Department|Department of Finance|Department of Education|Department of Probation|Department of Investigation|Department of Transportation|Department of Sanitation|Department of Probation|Department of Investigation,75.0,No Match,HOO_000001,OPS_000119,
GreeNYC,GreeNYC,74.0,Match,REC_000090,REC_000090,
,City Council,73.0,Match,HOO_000001,OPS_000399,
,Office of Administrative Justice Coordinator,,Match,HOO_000001,REC_000183,
Office of Administrative Trials and Hearings,Office of Administrative Trials and Hearings,,Match,REC_000185,REC_000185,
,Department for the Aging,,Match,HOO_000001,REC_000043,
Board of Education Retirement System,Board of Education Retirement System,,Match,REC_000007,REC_000007,
,,,Match,HOO_000021,HOO_000001,
,Mayor's Office for Child Care and Early Childhood Education,,Match,HOO_000001,REC_000109,
Administration for Children's Services,,,Match,REC_000000,HOO_000001,
Office of the City Clerk,Office of the City Clerk,,Match,REC_000212,REC_000212,
Office of the City Clerk,Office of the City Clerk,,Match,REC_000212,REC_000212,
,,,No Match,HOO_000001,HOO_000001,
Department of Citywide Administrative Services,Department of Citywide Administrative Services,,Match,REC_000046,REC_000046,
,,,Match,HOO_000029,HOO_000001,
,Mayor's Office of Citywide Event Coordination and Management,,Match,HOO_000029,REC_000117,
Civil Service Commission,Civil Service Commission,,Match,OPS_000207,OPS_000207,
Commission to Combat Police Corruption,Commission to Combat Police Corruption,,Match,REC_000037,REC_000037,
Department of Consumer and Worker Protection,Department of Consumer and Worker Protection,,Match,REC_000047,REC_000047,
Department of Consumer and Worker Protection,,,Match,REC_000047,HOO_000001,
Mayor's Office of Contract Services|Office of Administrative Services,,,Match,REC_000121,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
Department of Design and Construction,Department of Design and Construction,,Match,REC_000050,REC_000050,
,,,Match,HOO_000001,HOO_000001,
,District Attorneys,,Match,HOO_000001,REC_000074,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,Match,OPS_000112,OPS_000112,
Board of Elections|Board of Correction,Board of Elections|Board of Correction,,Match,OPS_000390,OPS_000390,
,,,Match,HOO_000001,HOO_000001,
Department of Health and Mental Hygiene,Department of Health and Mental Hygiene,,Match,REC_000054,REC_000054,
Department of Health and Mental Hygiene,Department of Health and Mental Hygiene,,Match,REC_000054,REC_000054,
Department of Homeless Services,Department of Homeless Services,,Match,REC_000055,REC_000055,
,Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,Match,HOO_000001,OPS_000112,
Department of Housing Preservation and Development,Department of Housing Preservation and Development,,Match,REC_000056,REC_000056,
,,,Match,HOO_000072,HOO_000072,
,Commission on Human Rights,,Match,HOO_000001,REC_000034,
,Commission on Human Rights,,Match,HOO_000001,REC_000034,
,Independent Budget Office,,Match,HOO_000001,OPS_000406,
,,,Match,HOO_000079,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
Queens Public Library,Queens Public Library,,Match,OPS_000413,OPS_000413,
,Mayor's Office for People with Disabilities,,Match,HOO_000001,REC_000112,
,Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,,Match,HOO_000001,REC_000125,
,,,Match,HOO_000001,HOO_000001,
,Mayor's Office of Special Projects and Community Events,,Match,HOO_000001,REC_000143,
,Mayor's Office of Strategic Partnerships,,Match,HOO_000001,REC_000146,
,,,Match,HOO_000001,HOO_000001,
,Mayor's Public Engagement Unit,,Match,HOO_000001,REC_000152,
Mayor's Office of Media and Entertainment,,,Match,REC_000135,HOO_000001,
Mayor's Office of Media and Entertainment,Mayor's Office of Media and Entertainment,,Match,REC_000135,REC_000135,
Department of Parks and Recreation,Department of Parks and Recreation,,Match,REC_000059,REC_000059,
Office of Payroll Administration,Office of Payroll Administration,,Match,REC_000206,REC_000206,
New York City Police Pension Fund|Fire Department Pension Fund and Related Funds,New York City Police Pension Fund|Fire Department Pension Fund and Related Funds,,Match,OPS_000410,OPS_000410,
,Mayor's Office for the Prevention of Hate Crimes,,Match,HOO_000001,REC_000113,
,Mayor's Office for the Prevention of Hate Crimes,,Match,HOO_000001,REC_000113,
,Department of Records and Information Services,,Match,HOO_000001,REC_000061,
School Construction Authority,,,Match,OPS_000134,HOO_000001,
Department of Small Business Services,Department of Small Business Services,,Match,REC_000063,REC_000063,
Mayor's Office of Special Enforcement,,,Match,REC_000142,HOO_000001,
,,,Match,HOO_000161,HOO_000001,
,"Mayor's Office of Sports, Wellness, and Recreation",,Match,HOO_000161,REC_000144,
Board of Standards and Appeals,Board of Standards and Appeals,,Match,OPS_000172,OPS_000172,
Taxi and Limousine Commission,Taxi and Limousine Commission,,Match,OPS_000137,OPS_000137,
Taxi and Limousine Commission,,,Match,OPS_000137,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,Department of Veterans' Services,,Match,HOO_000001,REC_000066,
NYC Municipal Water Finance Authority|Transitional Finance Authority,NYC Municipal Water Finance Authority|Transitional Finance Authority,,Match,OPS_000290,OPS_000290,
