Source,Target,Score,Label,SourceID,TargetID,Notes
NYC Employee's Retirement System (NYCERS),NYC Employee's Retirement System,89,Match,HOO_000127,REC_000161,
the office chief counsel to the mayor and city hall,mayor office of chief counsel mayor and city hall,89,Match,REC_000210,HOO_000111,
"City Clerk, Office of the (CLERK)",Office of the City Clerk,89,Match,HOO_000024,REC_000212,
"Aging, Department for the (NYC Aging)",Department for the Aging,89,Match,HOO_000004,REC_000043,
district attorney kings county district attorney,district attorney new york county district attorney,88.9,No Match,HOO_000051,HOO_000052,
Taxi and Limousine Commission (TLC),Taxi & Limousine Commission,88.9,Match,HOO_000167,OPS_000137,
chief efficiency officer,mayor chief efficiency officer,88.9,Match,OPS_000014,REC_504785,
intergovernmental affairs federal legislative affairs,intergovernmental affairs state legislative affairs,88.8,No Match,OPS_000030,OPS_000031,
mayor sports wellness recreation,sports wellness recreation mayor,88.8,Match,REC_320970,REC_884421,
public administrator bronx county public administrator,public administrator new york county public administrator,88.6,No Match,HOO_000144,HOO_000146,
community mental health,mayor community mental health,88.5,Match,REC_997507,REC_018863,
administrative services,mayor administrative services,88.5,Match,REC_271578,REC_966819,
deputy mayor operations,mayor deputy mayor operations,88.5,Match,REC_794971,REC_533931,
boro president bronx,boro president brooklyn,88.4,No Match,OPS_000392,OPS_000391,
Mayor's Office of Ethnic and Community Media,Mayor’s Office of Ethnic & Community Media,88.3,Match,REC_000128,OPS_000040,
deputy mayor housing economic development workforce,deputy mayor housing economic workforce development,88.2,No Match,REC_625583,REC_962686,
Mayor's Office of City Legislative Affairs,Mayor's Office of Federal Legislative Affairs,88.1,No Match,REC_000116,REC_000130,
mayors talent workforce development,talent workforce development mayor,88.1,Match,REC_299015,REC_707546,
"Probation, Department of (DOP)","Transportation, Department of (DOT)",88.1,No Match,HOO_000141,HOO_000171,
Community Affairs Unit (CAU),Community Affairs Unit,88,Match,HOO_000035,OPS_000011,
"Actuary, NYC Office of the (NYCOA)",New York City Office of the Actuary,88,Match,HOO_000000,REC_000163,
Law Department (LAW),Law Department,88,Match,HOO_000084,OPS_000119,
community affairs unit,mayor community affairs unit,88,Match,OPS_000011,REC_093753,
mayor prevention hate crimes,prevention hate crimes,88,Match,REC_613257,REC_355267,
payroll administration,payroll administration board,88,Match,REC_591306,REC_888670,
"Contract Services, Mayor's Office of (MOCS)","Nonprofit Services, Mayor's Office of (MONS)",87.8,No Match,HOO_000041,HOO_000133,
intergovernmental affairs,intergovernmental affairs mayors,87.7,Match,OPS_000028,REC_904232,
Community Services Board - Developmental Disabilities Subcommittee,Community Services Board - Mental Health Subcommittee,87.7,No Match,OPS_000204,OPS_000205,
Mayor's Office of Intergovernmental Affairs,Intergovernmental Affairs,87.7,Match,REC_000134,OPS_000028,
deputy mayor housing economic workforce development,mayor deputy mayor economic workforce development,87.6,No Match,REC_962686,REC_656694,
mayor new york city service,new york city service,87.5,Match,REC_694017,OPS_000077,
workforce development,workforce development board,87.5,No Match,REC_127891,OPS_000378,
board collective bargaining,collective bargaining,87.5,Match,REC_707937,REC_479731,
chief housing officer,mayor chief housing officer,87.5,Match,REC_000023,REC_376916,
deputy mayor for health and human services,mayor office of deputy mayor health and human services,87.4,Match,REC_000070,HOO_000105,
"Correction, Board of (BOC)","Elections, Board of (BOE)",87.4,No Match,HOO_000042,HOO_000057,
Mayor's Office of Federal Legislative Affairs,Mayor's Office of State Legislative Affairs,87.4,No Match,REC_000130,REC_000145,
city university new york board of trustees,city university new york construction fund board of trustees,87.4,No Match,OPS_000209,OPS_000210,
district attorney bronx county district attorney,district attorney new york county district attorney,87.3,No Match,HOO_000050,HOO_000052,
Office of the Public Advocate,Office of the Utility Advocate,87.3,No Match,REC_000217,REC_000220,
new york city actuary,new york city care,87.2,No Match,REC_157795,REC_804317,
ethnic community media mayor,mayor ethnic community media,87.1,Match,REC_533990,REC_644877,
Mayor's Office of Risk Management and Compliance,Mayor's Office Risk Management & Compliance,87,Match,REC_000141,OPS_000051,
intergovernmental affairs mayors,mayor intergovernmental affairs,87,Match,REC_904232,REC_297540,
Public Administrator - New York County (NYCountyPA),Public Administrator - New York County,87,Match,HOO_000146,,
District Attorney- Kings County (Brooklyn),District Attorney- Kings County,87,Match,,,
District Attorney- New York County (Manhattan),District Attorney- New York County,87,Match,,,
"Police Department, New York City (NYPD)",Police Department,87,Match,HOO_000138,OPS_000124,
mayor prevent gun violence,prevent gun violence,87,Match,REC_373710,REC_921901,
Mayor's Fund Board of Advisors,Mayor's Fund Board of Directors,87,Match,OPS_000271,OPS_000272,
childcare early childhood education,mayor child care early childhood education,86.8,Match,REC_637202,REC_062077,
Brooklyn Public Library Board of Trustees,Queens Borough Public Library Board of Trustees,86.8,No Match,OPS_000169,OPS_000325,
Office of Creative Communications,Creative Communications,86.8,Match,REC_000259,OPS_000020,
new york city municipal water finance authority,water finance authority new york city municipal,86.8,Match,REC_440813,REC_470328,
municipal water finance authority,water finance authority new york city municipal,86.8,No Match,OPS_000290,REC_470328,
chief advisor mayor,mayor chief advisor mayor,86.4,Match,OPS_000000,REC_655471,
Police Pension Fund (PPF),Police Pension Fund,86.4,Match,HOO_000139,OPS_000410,
district attorney new york county district attorney,district attorney richmond county district attorney,86.3,No Match,HOO_000052,HOO_000054,
Mayor's Office Chief of Staff,Mayor's Chief of Staff,86.3,Match,REC_000108,OPS_000001,
"Education, Department of (DOE)","Investigation, Department of (DOI)",86.2,No Match,HOO_000056,HOO_000080,
Public Administrator - Bronx County (BCPA),Public Administrator - Kings County (KCPA),86.2,No Match,HOO_000144,HOO_000145,
hosing development corporation,land development corporation,86.2,No Match,REC_710768,OPS_000265,
finance department of commissioner,probation department of commissioner,86.2,No Match,HOO_000062,HOO_000141,Department variation
fire department,police department new york city,86.2,No Match,OPS_000113,REC_324614,
fire department new york city,police department,86.2,No Match,REC_641816,OPS_000124,
mayor office of deputy mayor economic and workforce development,deputy mayor of housing economic and workforce development,86.1,Match,HOO_000104,OPS_000003,
kings county public administrator,queens county public administrator,86,No Match,OPS_000407,OPS_000412,
Public Administrator - Bronx County (BCPA),Public Administrator - Richmond County (RCPA),86,No Match,HOO_000144,HOO_000148,
"Fire Department, New York City (FDNY)",Fire Department,86,Match,HOO_000063,OPS_000113,
mayor city legislative affairs,mayor state legislative affairs,85.9,No Match,REC_770532,REC_209710,
"Immigrant Affairs, Mayor's Office of (MOIA)","Intergovernmental Affairs, Mayors Office of (MOIGA)",85.9,No Match,HOO_000076,HOO_000079,
borough president queens,borough presidents,85.7,No Match,REC_132418,REC_000249,
chief housing officer,mayor office of chief housing officer,85.7,Match,REC_000023,HOO_000117,
first deputy mayor,mayor first deputy mayor,85.7,Match,OPS_000008,REC_767129,
new york city service,new york city sheriff,85.7,No Match,OPS_000077,REC_032939,
ethnic community media mayor,mayors ethnic community media,85.6,Match,REC_533990,REC_125091,
advance office,mayors office of appointments,85.6,No Match,REC_000252,OPS_000033,
mayor media entertainment,media entertainment mayor,85.6,Match,REC_586604,REC_931138,
mayor's appointments office,advance office,85.6,No Match,REC_000115,REC_000252,
"Sanitation, Department of (DSNY)","Transportation, Department of (DOT)",85.6,No Match,HOO_000155,HOO_000171,
mayor special enforcement,special enforcement mayor,85.6,Match,REC_984016,REC_953673,
parks and recreation department of commissioner,probation department of commissioner,85.5,No Match,HOO_000136,HOO_000141,Department variation
department housing preservation development,housing preservation development,85.3,Match,REC_528549,REC_914931,
housing preservation development,housing preservation development department,85.3,Match,REC_914931,REC_263105,
Public Administrator - Kings County (KCPA),Public Administrator - Queens County (QPA),85.2,No Match,HOO_000145,HOO_000147,
mayor nonprofit services,nonprofit services mayor,85,Match,REC_120169,REC_145890,
deputy mayor for strategic initiatives,mayor office of deputy mayor strategic intitiatives,85,Match,REC_000073,HOO_000107,
mayor office of chief advisor mayor,mayor office of senior advisor mayor,85,No Match,HOO_000109,HOO_000114,
social department services,department of social services commissioner,85,No Match,REC_000064,HOO_000048,Department variation
Office of the Tenant Advocate,Office of the Utility Advocate,85,No Match,REC_000219,REC_000220,
management budget,mayor management budget,85,Match,REC_006058,REC_636910,
Department of Finance,Police Department,85,No Match,OPS_000099,OPS_000124,
finance department,police department new york city,85,No Match,REC_000053,REC_324614,
"Housing Authority, New York City (NYCHA)",New York City Housing Authority,85,Match,HOO_000069,OPS_000122,
"Mayor's Office Of Management and Budget, Office of (OMB)",Mayor's Office of Management and Budget,85,Match,HOO_000092,REC_000202,
art commission,tax commission new york city,85,No Match,REC_000003,REC_685952,
convention center development corporation,convention center operating corporation,85,Match,OPS_000184,OPS_000187,
sports wellness recreation advisory board,sports wellness recreation mayor,84.9,No Match,REC_989285,REC_884421,
finance department,fire department,84.8,No Match,REC_000053,OPS_000113,
housing development corporation,land development corporation,84.7,Match,OPS_000246,OPS_000265,
citywide administrative services department,department citywide administrative services,84.7,Match,REC_221865,REC_497465,
department housing preservation development,housing preservation development department,84.7,Match,REC_528549,REC_263105,
Metropolitan Transportation Authority,Metropolitan Transportation Authority Board of Directors,84.6,No Match,REC_000154,OPS_000281,
Mayor's Community Affairs Unit,Community Affairs Unit,84.6,Match,REC_000105,OPS_000011,
Public Administrator - Kings County (KCPA),Public Administrator - Richmond County (RCPA),84.6,No Match,HOO_000145,HOO_000148,
gender racial equity advisory board,medical equity advisory board,84.4,Match,REC_334517,OPS_000275,
Gender and Racial Equity Advisory Board,Medical Equity Advisory Board,84.4,No Match,OPS_000240,OPS_000275,
correction department of commissioner,probation department of commissioner,84.4,No Match,HOO_000043,HOO_000141,Department variation
contract services mayor,mayor contract services,84.3,Match,REC_371680,REC_643802,
mayor urban agriculture,urban agriculture mayor,84.3,Match,REC_314794,REC_922126,
Metropolitan Transportation Authority Board of Directors,Metropolitan Transportation Authority Capital Review Board ,84.3,No Match,OPS_000281,OPS_000282,
board standards appeals,standards appeals board,84.3,Match,REC_116035,REC_808434,
"Education, Department of (DOE)","Probation, Department of (DOP)",84.3,No Match,HOO_000056,HOO_000141,
immigrant affairs mayor,mayor immigrant affairs,84.3,Match,REC_250942,REC_880337,
Commission on Gender Equity,NYC Commission on Racial Equity,84.2,No Match,REC_000033,HOO_000125,
Community Services Board - Mental Health Subcommittee,Community Services Board - Substance Use Subcommittee,84.2,No Match,OPS_000205,OPS_000206,
brooklyn bridge park corporation,brooklyn bridge park development corporation,84.2,Match,OPS_000157,OPS_000158,
commission gender equity,new york city commission racial equity,84.2,No Match,OPS_000195,REC_580278,
public administrator bronx county,public administrator queens county,84.2,No Match,OPS_000389,REC_223597,
enviormental coordination mayor,environmental coordination,84.2,Match,REC_054714,REC_211226,
public administrator kings county,public administrator new york county,84.1,No Match,REC_419693,REC_637391,
kings county public administrator,new york county public administrator,84.1,No Match,OPS_000407,OPS_000409,
mayor municipal services assessment,municipal services assessment unit,84.1,Match,REC_483440,OPS_000056,
workforce development,workforce development council,84,No Match,REC_127891,OPS_000379,
correction department of commissioner,design and construction department of commissioner,84,No Match,HOO_000043,HOO_000049,Department variation
economic development corporation,hosing development corporation,83.9,No Match,OPS_000112,REC_710768,
enviormental coordination mayor,mayor environmental coordination,83.8,Match,REC_054714,REC_413459,
Public Administrator - Bronx County (BCPA),Public Administrator - Queens County (QPA),83.8,No Match,HOO_000144,HOO_000147,
mayor's efficiency office,mayor's engagement office,83.8,No Match,REC_000123,REC_000124,
District Attorney - Bronx County,District Attorney - Queens County,83.7,No Match,OPS_000401,OPS_000403,
community hiring office of executive director,ethnic and community media mayors office of executive director,83.7,No Match,HOO_000037,HOO_000061,
"Inspector General NYPD, Office of the ",Office of Inspector General NYPD,83.7,Match,HOO_000078,OPS_000128,
Borough Presidents,Borough President- Queens,83.7,No Match,REC_000249,HOO_000012,
mayor sports recreation,mayor sports wellness recreation,83.6,Match,REC_599548,REC_320970,
"Mayor's Office of Sports, Wellness, and Recreation",Mayor's Office of Sports and Recreation,83.6,Match,REC_000144,OPS_000079,
governors island trust,trust governors island,83.6,Match,REC_672088,OPS_000363,
criminal justice mayor,mayor criminal justice,83.6,Match,REC_609458,REC_187759,
youth department and community development,community action board department of youth and community development,83.5,No Match,REC_000067,OPS_000175,Department variation
kings county public administrator,richmond county public administrator,83.5,No Match,OPS_000407,OPS_000414,
public administrator kings county,public administrator richmond county,83.5,No Match,REC_419693,REC_917198,
Office of Administrative Tax Appeals,Office of Administrative Trials and Hearings,83.4,No Match,OPS_000125,OPS_000126,
administrative office tax appeals,administrative office trials and hearings,83.4,No Match,REC_000184,REC_000185,
cig new york city ballet,cig new york city center,83.3,No Match,OPS_000296,OPS_000300,
economic development corporation,land development corporation,83.3,No Match,OPS_000112,OPS_000265,
Mayor's Office of Environmental Coordination,Mayor's Office of Environmental Remediation,83.2,No Match,REC_000125,REC_000126,
District Attorney- Bronx County,District Attorney- Queens County,83.2,No Match,HOO_000050,HOO_000053,
Mayor's Office of Environmental Remediation,Office of Environmental Coordination,83.2,No Match,REC_000126,OPS_000065,
Mayor's Office of Environmental Coordination,Office of Environmental Remediation,83.2,No Match,REC_000125,OPS_000066,
"deputy mayor for housing, economic development and workforce",deputy mayor of housing economic and workforce development,83.1,Match,REC_000069,OPS_000003,
deputy mayor for communications,mayor office of deputy mayor communications,83.1,Match,REC_000215,HOO_000108,
New York City Employees' Retirement System,NYC Employee's Retirement System (NYCERS),83.1,Match,REC_000161,HOO_000127,
department records information services,records information services department,83.1,Match,REC_486020,REC_095312,
mayor office of chief efficiency officer,mayor office of chief housing officer,83,No Match,HOO_000112,HOO_000117,
real estate advisory board,rental horse advisory board,83,No Match,OPS_000329,OPS_000331,
Metropolitan Transportation Authority,Metropolitan Transportation Authority Capital Review Board ,82.9,No Match,REC_000154,OPS_000282,
borough president bronx,borough presidents,82.9,No Match,REC_766673,REC_000249,
administrative justice coordinator,administrative justice coordinator new york city,82.9,Match,REC_717922,REC_628907,
Mayor's Office of Municipal Services Assessment,Municipal Services Assessment unit,82.9,Match,REC_000137,OPS_000056,
queens county public administrator,richmond county public administrator,82.9,No Match,OPS_000412,OPS_000414,
Mayor's Office of Efficiency,Chief Efficiency Officer,82.9,Match,REC_000123,OPS_000014,
public administrator queens county,public administrator richmond county,82.9,No Match,REC_223597,REC_917198,
Mayor's Office,Mayor's Office NYC Service,82.8,No Match,REC_000107,REC_000114,
Mayor's Office of Contract Services,Office of Administrative Services,82.8,No Match,REC_000121,REC_000250,
mayor's intergovernmental office affairs,intergovernmental affairs mayors office of director,82.8,Match,REC_000134,HOO_000079,
Public Administrator - Queens County (QPA),Public Administrator - Richmond County (RCPA),82.8,No Match,HOO_000147,HOO_000148,
Mayor's Office of Contract Services,Mayor's Office of Administrative Services,82.8,No Match,REC_000121,OPS_000034,
brooklyn bridge park development corporation,brooklyn navy yard development corporation,82.8,No Match,OPS_000158,OPS_000166,
cig staten island childrens museum,cig staten island museum,82.8,No Match,OPS_000348,OPS_000350,
finance department of commissioner,veterans service department of commissioner,82.7,No Match,HOO_000062,HOO_000173,Department variation
"Investigation, Department of (DOI)","Transportation, Department of (DOT)",82.7,No Match,HOO_000080,HOO_000171,
department sanitation,department transportation,82.6,No Match,REC_066367,REC_622159,
department youth community development,youth community development department,82.6,Match,REC_084946,REC_837624,
boro president brooklyn,borough president bronx,82.6,No Match,OPS_000391,REC_766673,
boro president bronx,borough president brooklyn,82.6,No Match,OPS_000392,REC_616168,
sanitation department,transportation department,82.6,No Match,REC_000062,REC_000065,
Department of Investigation,Department of Transportation,82.6,No Match,OPS_000101,OPS_000104,
jewish advisory council,senior advisory council,82.6,No Match,OPS_000256,OPS_000340,
economic development corporation life sciences advisory council,economic development corporation real estate life sciences advisory board,82.6,Match,OPS_000223,OPS_000224,
mayor's environmental office coordination,mayors office of equity commissioner,82.6,No Match,REC_000125,HOO_000097,
mayor city legislative affairs,mayor federal legislative affairs,82.5,No Match,REC_770532,REC_241503,
municipal water finance authority,new york city municipal water finance authority,82.5,Match,OPS_000290,REC_440813,
district attorney kings county,district attorney new york county,82.5,No Match,OPS_000400,OPS_000402,
NYC Employee's Retirement System (NYCERS),NYC Employee Retirement System,82.5,Match,HOO_000127,OPS_000408,
buildings department of commissioner,finance department of commissioner,82.5,No Match,HOO_000016,HOO_000062,Department variation
deputy mayor for public safety,mayor office of deputy mayor public safety,82.5,Match,REC_000072,HOO_000106,
mayor office of director policy and planning,mayors office of policy and planning,82.4,Match,HOO_000113,OPS_000049,
sports commission,tax commission,82.4,No Match,REC_000164,OPS_000358,
"Probation, Department of (DOP)","Sanitation, Department of (DSNY)",82.4,No Match,HOO_000141,HOO_000155,
mayor's policy office and planning,mayor office of director policy and planning,82.4,No Match,REC_000140,HOO_000113,
"Homeless Services, Department of (DHS)","Veterans' Service, Department of (DVS)",82.4,No Match,HOO_000068,HOO_000173,
Mayor's Office,"Mayor, Office of the",82.4,Match,REC_000107,HOO_000102,
law department,police department new york city,82.4,No Match,OPS_000119,REC_324614,
"Finance, Department of (DOF)","Investigation, Department of (DOI)",82.4,No Match,HOO_000062,HOO_000080,
correspondence,mayor correspondence,82.4,Match,REC_986065,REC_304531,
new york city sports commission,tax commission,82.4,No Match,REC_347920,OPS_000358,
new york city sports commission,tax commission new york city,82.4,No Match,REC_347920,REC_685952,
"Citywide Event Coordination and Management, Office of (CECM)",Mayor's Office of Citywide Events Coordination & Management,82.4,Match,HOO_000029,OPS_000013,
mayor director policy planning,mayor policy planning,82.4,Match,REC_229881,REC_704700,
animal welfare,mayor animal welfare,82.4,Match,REC_186179,REC_246638,
animal welfare,animal welfare new york city mayor,82.4,Match,REC_186179,REC_321422,
Department of Education,Department of Investigation,82.3,No Match,OPS_000098,OPS_000101,
metropolitan transportation authority,metropolitan transportation authority board directors,82.2,Match,REC_000154,REC_498939,
the office chief counsel to the mayor and city hall,counsel mayor office of chief counsel mayor and city hall,82.2,Match,REC_000210,HOO_000044,
consumer worker protection department,department consumer worker protection,82.2,Match,REC_162246,REC_762665,
mental hygiene advisory board,rental horse advisory board,82.1,No Match,REC_000153,OPS_000331,
deputy mayor operations,mayor operations,82.1,No Match,REC_794971,REC_327739,
community services board developmental disabilities subcommittee,community services board mental health subcommittee,82.1,No Match,OPS_000204,OPS_000205,
workforce development board,workforce development council,82.1,No Match,OPS_000378,OPS_000379,
Brooklyn Public Library (BPL) ,"Library, Brooklyn Public (BPL)",82,Match,HOO_000015,HOO_000085,
homeless department services,social department services,82,No Match,REC_000055,REC_000064,Department variation
District Attorney- Richmond County (Staten Island),District Attorney- Richmond County,82,Match,,,
animal welfare new york city mayor,mayor animal welfare,82,Match,REC_321422,REC_246638,
mayor federal legislative affairs,mayor state legislative affairs,81.9,No Match,REC_241503,REC_209710,
public administrator bronx county,public administrator new york county,81.7,No Match,OPS_000389,REC_637391,
department records information service,records information services department,81.6,Match,REC_477120,REC_095312,
nonprofit advisory council,senior advisory council,81.6,No Match,OPS_000291,OPS_000340,
city university new york,city university new york task force,81.4,No Match,REC_692175,OPS_000211,
judiciary mayors advisory committee,mayor advisory committee judiciary,81.2,Match,REC_612602,REC_542580,
district attorney queens county,district attorney richmond county,81.2,No Match,OPS_000403,OPS_000404,
city university new york board trustees,city university new york construction fund board trustees,81.2,No Match,REC_551007,REC_921018,
new york city loft board,youth board,81.2,No Match,REC_660568,OPS_000388,
media new york city,new york city media,81.1,Match,REC_659530,REC_018081,
art commission,new york city sports commission,81.1,No Match,REC_000003,REC_347920,
"Prevention of Hate Crimes, Office for (OPHC)",Mayor's Office for the Prevention of Hate Crimes,81,Match,HOO_000140,REC_000113,
Water Board (NYWB),New York City Water Board,81,Match,HOO_000174,OPS_000375,
commission gender equality,new york city commission racial equity,81,No Match,REC_498737,REC_580278,
economic development corporation,economic development corporation board trustees,81,No Match,OPS_000112,REC_207761,
Comptroller (COMP),Comptroller,81,Match,HOO_000038,OPS_000398,
cig brooklyn children museum,cig brooklyn museum,80.9,No Match,REC_843780,OPS_000171,
fire department new york city,law department,80.9,No Match,REC_641816,OPS_000119,
police department new york city,probation department,80.7,No Match,REC_324614,REC_000060,
department small business services,small business services,80.7,Match,REC_848559,REC_090028,
metropolitan transportation authority board directors,metropolitan transportation authority capital review board,80.7,No Match,REC_498939,OPS_000282,
land development corporation,lower manhattan development corporation,80.6,No Match,OPS_000265,OPS_000267,
public administrator new york county,public administrator richmond county,80.6,No Match,REC_637391,REC_917198,
new york county public administrator,richmond county public administrator,80.6,No Match,OPS_000409,OPS_000414,
brooklyn public library board trustees,queens borough public library board trustees,80.5,No Match,REC_573295,REC_517131,
special narcotics prosecutor,special narcotics prosecutor new york city,80,Match,REC_274759,REC_831413,
moynihan station development corporation,united nations development corporation,80,No Match,OPS_000280,OPS_000371,
new york city 311,new york city care,80,No Match,REC_460937,REC_804317,
new york city company,new york city media,80,No Match,REC_710700,REC_018081,
land development corporation,united nations development corporation,80,No Match,OPS_000265,OPS_000371,
district attorney bronx county,district attorney new york county,80,No Match,OPS_000401,OPS_000402,
investigation department,sanitation department,80,No Match,REC_000058,REC_000062,
hosing development corporation,moynihan station development corporation,80,No Match,REC_710768,OPS_000280,
new york city special narcotics prosecutor,special narcotics prosecutor,80,Match,REC_967364,REC_274759,
new york city special narcotics prosecutor,special narcotics prosecutor new york city,80,Match,REC_967364,REC_831413,
finance department,police department,80,No Match,REC_000053,OPS_000124,
education department,probation department,80,No Match,REC_000051,REC_000060,
Loft Board (LOFT),New York City Loft Board,80,Match,HOO_000088,OPS_000268,
deputy mayor communications,director communications,80,No Match,REC_172531,REC_750610,
"Mayor, Office of the",New York City Office of the Actuary,80,No Match,,,
probation department,transportation department,80,No Match,REC_000060,REC_000065,
department probation,department transportation,80,No Match,REC_947426,REC_622159,
department investigation,department sanitation,80,No Match,REC_178964,REC_066367,
department education,department probation,80,No Match,REC_608116,REC_947426,
administration children services,administrative services,80,No Match,REC_776410,REC_271578,
appointments mayor,mayor appointments,80,Match,REC_071376,REC_394956,
art commission,tax commission,80,No Match,REC_000003,OPS_000358,
rental horse advisory board,street vendor advisory board,79.9,No Match,OPS_000331,OPS_000354,
aging department,law department,79.7,No Match,REC_264077,OPS_000119,
environmental justice advisory board,juvenile justice advisory board,79.6,No Match,OPS_000226,OPS_000262,
racial justice charter revision commission,racial justice commission,79.6,No Match,OPS_000335,OPS_000334,
correction department,design construction department,79.5,No Match,REC_000048,REC_975289,
department correction,department design construction,79.5,No Match,REC_002886,REC_338044,
school construction authority,school construction authority board trustees,79.5,No Match,OPS_000134,REC_103984,
child care advisory board,real estate advisory board,79.5,No Match,OPS_000182,OPS_000329,
street vendor advisory board,veterans advisory board,79.5,No Match,OPS_000354,OPS_000373,
mwbe advisory board,nightlife advisory board,79.4,No Match,OPS_000289,OPS_000292,
rental horse advisory board,veterans advisory board,79.4,No Match,OPS_000331,OPS_000373,
cig staten island historical society,cig staten island zoological society,79.4,No Match,OPS_000349,OPS_000351,
citizens advisory committee,citizens advisory committee cultural plan,79.4,No Match,OPS_000177,REC_837816,
department health mental hygiene,health mental hygiene department,79.4,Match,REC_119282,REC_262994,
mayor intergovernmental affairs,mayor international affairs,79.3,No Match,REC_297540,REC_891395,
department veterans services,veterans service department,79.2,Match,REC_160590,REC_214177,
department social services,department veteran services,79.2,No Match,REC_807530,REC_921923,
commission gender equity,commission racial equity,79.2,No Match,OPS_000195,OPS_000019,
mayor chief advisor mayor,mayor senior advisor mayor,79.2,No Match,REC_655471,REC_496929,
real estate advisory board,street vendor advisory board,79.1,No Match,OPS_000329,OPS_000354,
brooklyn public library,library brooklyn public,79.1,Match,REC_000016,REC_519886,
Public Advocate (PUB ADV),Public Advocate,79,Match,HOO_000149,OPS_000411,
new york city actuary,new york city courts,79,No Match,REC_157795,REC_455468,
Community Affairs Unit (CAU),Mayor's Community Affairs Unit,79,Match,REC_000105,REC_000105,
housing development corporation,moynihan station development corporation,78.9,No Match,OPS_000246,OPS_000280,
community action board,community boards,78.9,No Match,REC_000039,OPS_000396,
new york city districting commission,new york city sports commission,78.8,No Match,OPS_000214,REC_347920,
food policy mayor,mayor food policy,78.8,Match,REC_627047,REC_627062,
district attorney new york county,district attorney richmond county,78.8,No Match,OPS_000402,OPS_000404,
new york city municipal water finance authority,new york city transitional finance authority,78.7,No Match,REC_440813,OPS_000416,
environmental justice advisory board,rental horse advisory board,78.7,No Match,OPS_000226,OPS_000331,
juvenile justice advisory board,real estate advisory board,78.7,No Match,OPS_000262,OPS_000329,
cig new york botanical garden,cig queens botanical garden,78.6,No Match,OPS_000295,OPS_000324,
new york city school bus umbrella services inc,new york city school support services,78.6,No Match,OPS_000302,OPS_000303,
food policy,mayor food policy,78.6,Match,REC_697793,REC_627062,
food policy,food policy mayor,78.6,Match,REC_697793,REC_627047,
department transportation,transportation department,78.6,Match,REC_622159,REC_000065,
lower manhattan development corporation,moynihan station development corporation,78.5,No Match,OPS_000267,OPS_000280,
cannabis advisory council,caribbean advisory council,78.4,No Match,OPS_000178,OPS_000176,
community services board mental health subcommittee,community services board substance use subcommittee,78.4,No Match,OPS_000205,OPS_000206,
mayor fund board advisors,mayor fund board directors,78.4,Match,REC_705663,REC_520285,
charter revision commission,racial justice charter revision commission,78.3,No Match,OPS_000201,OPS_000335,
creative communications,director communications,78.3,No Match,OPS_000020,REC_750610,
housing development corporation,united nations development corporation,78.3,No Match,OPS_000246,OPS_000371,
department finance,finance department,78.3,Match,REC_724087,REC_000053,
mayor executive director talent workforce development,mayor talent workforce development,78.2,Match,REC_525363,REC_421536,
department parks recreation,department transportation,78.1,No Match,REC_579295,REC_622159,
child care advisory board,rental horse advisory board,78.1,No Match,OPS_000182,OPS_000331,
parks recreation department,transportation department,78.1,No Match,REC_981358,REC_000065,
land development corporation,primary care development corporation,78.1,No Match,OPS_000265,OPS_000315,
department probation,department sanitation,78,No Match,REC_947426,REC_066367,
department design construction,design construction department,78,Match,REC_338044,REC_975289,
municipal water finance authority,new york city transitional finance authority,78,No Match,OPS_000290,OPS_000416,
new york city company,new york city courts,78,No Match,REC_710700,REC_455468,
new york city employees retirement system pension fund board trustees,teachers retirement system pension fund board trustees,78,No Match,REC_543383,REC_897992,
new york city municipal water finance authority,transitional finance authority new york city,78,No Match,REC_440813,REC_936719,
new york city municipal water finance authority,transitional finance authority,78,No Match,REC_440813,REC_000240,
probation department,sanitation department,78,No Match,REC_000060,REC_000062,
department education,department sanitation,78,No Match,REC_608116,REC_066367,
Mayor's Fund to Advance NYC (Mayor's Fund),Mayor's Fund to Advance New York City,78,Match,HOO_000090,REC_000106,
municipal water finance authority,transitional finance authority,78,No Match,OPS_000290,REC_000240,
education department,sanitation department,78,No Match,REC_000051,REC_000062,
municipal water finance authority,transitional finance authority new york city,78,No Match,OPS_000290,REC_936719,
department homeless services,department small business services,77.9,No Match,REC_040026,REC_848559,
new york city care,new york city courts,77.9,No Match,REC_804317,REC_455468,
metropolitan transportation authority,metropolitan transportation authority capital review board,77.9,No Match,REC_000154,OPS_000282,
nightlife advisory board,rental horse advisory board,77.9,No Match,OPS_000292,OPS_000331,
aging department,buildings department,77.8,No Match,REC_264077,REC_000044,
department environment protection,enviormental protection department,77.8,Match,REC_757284,REC_735117,
department social services,department veterans services,77.8,No Match,REC_807530,REC_160590,
health hospitals corporation board directors,health hospitals corporation personnel review board,77.8,No Match,REC_722058,REC_109960,
department aging,department buildings,77.8,No Match,OPS_000095,REC_624490,
child care advisory board,mwbe advisory board,77.7,No Match,OPS_000182,OPS_000289,
investigation department,probation department,77.7,No Match,REC_000058,REC_000060,
department investigation,department probation,77.7,No Match,REC_178964,REC_947426,
fdny department pension fund,fire department pension fund related funds,77.6,Match,OPS_000228,REC_526633,
hosing development corporation,united nations development corporation,77.6,No Match,REC_710768,OPS_000371,
department investigation,department transportation,77.6,No Match,REC_178964,REC_622159,
